cliente_id,health_score,riesgo_churn_pct,customer_lifetime_value_estimado,fecha_ultima_prediccion,variables_mas_influyentes,motivo_principal_riesgo,explicacion_ia,accion_recomendada,nivel_riesgo
400,66,28.3,2592.46,2026-07-12,Competidor cercano recién abierto; Alta distancia al gimnasio; Precio elevado respecto al uso,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Email de fidelización estándar,bajo
401,55,43.7,779.0,2026-07-12,Cancelaciones de clases frecuentes; Alta distancia al gimnasio,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
402,65,29.3,886.5,2026-07-12,Cambio reciente de entrenador; Precio elevado respecto al uso; Sin interacción con la app,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Push notification con novedades del centro,bajo
403,63,47.4,61.89,2026-07-12,Sin renovación automática; Baja satisfacción (NPS < 5); Competidor cercano recién abierto; Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
404,70,27.7,4198.88,2026-07-12,Precio elevado respecto al uso; Sin interacción con la app; Sin renovación automática; Baja frecuencia de visitas,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Enviar encuesta de satisfacción,bajo
405,100,5.3,63.37,2026-07-12,Baja frecuencia de visitas; Impagos recurrentes; Cambio reciente de entrenador; Sin interacción con la app,Competidor cercano recién abierto,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: competidor cercano recién abierto.,Email de fidelización estándar,bajo
406,83,19.9,437.84,2026-07-12,Cancelaciones de clases frecuentes; Cambio reciente de entrenador; Competidor cercano recién abierto,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Enviar encuesta de satisfacción,bajo
407,77,24.4,806.64,2026-07-12,Competidor cercano recién abierto; Impagos recurrentes,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
408,65,29.9,1422.96,2026-07-12,Cancelaciones de clases frecuentes; Baja frecuencia de visitas,Baja satisfacción (NPS < 5),El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: baja satisfacción (nps < 5).,Email de fidelización estándar,bajo
409,61,43.0,59.03,2026-07-12,Sin interacción con la app; Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Sin renovación automática,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
410,83,9.7,817.28,2026-07-12,Alta distancia al gimnasio; Precio elevado respecto al uso; Baja satisfacción (NPS < 5); Impagos recurrentes,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
411,95,12.9,1068.81,2026-07-12,Sin interacción con la app; Baja satisfacción (NPS < 5); Competidor cercano recién abierto,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Push notification con novedades del centro,bajo
412,80,31.7,1741.92,2026-07-12,Competidor cercano recién abierto; Precio elevado respecto al uso; Baja frecuencia de visitas,Baja satisfacción (NPS < 5),El cliente muestra indicios de desenganche: baja satisfacción (nps < 5). Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
413,40,61.8,391.17,2026-07-12,Alta distancia al gimnasio; Precio elevado respecto al uso; Competidor cercano recién abierto; Cancelaciones de clases frecuentes,Competidor cercano recién abierto,El cliente presenta señales críticas: competidor cercano recién abierto. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Ofrecer congelación temporal de cuota,alto
414,55,36.4,1327.36,2026-07-12,Alta distancia al gimnasio; Baja satisfacción (NPS < 5); Competidor cercano recién abierto,Baja frecuencia de visitas,El cliente muestra indicios de desenganche: baja frecuencia de visitas. Una acción proactiva puede revertir la situación.,Enviar email personalizado de reactivación,medio
415,87,12.6,2800.0,2026-07-12,Baja frecuencia de visitas; Precio elevado respecto al uso; Sin interacción con la app,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Push notification con novedades del centro,bajo
416,86,9.3,1339.26,2026-07-12,Sin interacción con la app; Precio elevado respecto al uso,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Push notification con novedades del centro,bajo
417,69,26.6,881.37,2026-07-12,Baja satisfacción (NPS < 5); Cambio reciente de entrenador,Alta distancia al gimnasio,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: alta distancia al gimnasio.,Push notification con novedades del centro,bajo
418,73,30.6,352.05,2026-07-12,Baja satisfacción (NPS < 5); Impagos recurrentes; Precio elevado respecto al uso; Competidor cercano recién abierto,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
419,48,55.5,473.06,2026-07-12,Cambio reciente de entrenador; Cancelaciones de clases frecuentes; Sin renovación automática; Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente muestra indicios de desenganche: precio elevado respecto al uso. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
420,89,13.4,1655.75,2026-07-12,Cambio reciente de entrenador; Cancelaciones de clases frecuentes; Sin interacción con la app,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Email de fidelización estándar,bajo
421,61,45.8,33.1,2026-07-12,Precio elevado respecto al uso; Baja frecuencia de visitas,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
422,82,16.6,800.69,2026-07-12,Alta distancia al gimnasio; Cambio reciente de entrenador; Baja frecuencia de visitas; Impagos recurrentes,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Email de fidelización estándar,bajo
423,36,53.6,875.38,2026-07-12,Cancelaciones de clases frecuentes; Baja satisfacción (NPS < 5); Impagos recurrentes,Impagos recurrentes,El cliente muestra indicios de desenganche: impagos recurrentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
424,56,49.2,641.94,2026-07-12,Sin interacción con la app; Sin renovación automática; Impagos recurrentes,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
425,55,50.5,450.5,2026-07-12,Cancelaciones de clases frecuentes; Sin renovación automática; Alta distancia al gimnasio; Baja satisfacción (NPS < 5),Sin renovación automática,El cliente muestra indicios de desenganche: sin renovación automática. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
426,52,50.7,1577.28,2026-07-12,Impagos recurrentes; Cancelaciones de clases frecuentes; Precio elevado respecto al uso; Cambio reciente de entrenador,Cancelaciones de clases frecuentes,El cliente muestra indicios de desenganche: cancelaciones de clases frecuentes. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
427,75,26.2,1500.45,2026-07-12,Sin interacción con la app; Precio elevado respecto al uso; Sin renovación automática; Cancelaciones de clases frecuentes,Impagos recurrentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: impagos recurrentes.,Email de fidelización estándar,bajo
428,35,65.2,323.5,2026-07-12,Cancelaciones de clases frecuentes; Alta distancia al gimnasio; Impagos recurrentes,Sin interacción con la app,El cliente presenta señales críticas: sin interacción con la app. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Llamada urgente del comercial,alto
429,70,26.5,974.34,2026-07-12,Baja frecuencia de visitas; Sin interacción con la app; Competidor cercano recién abierto,Cancelaciones de clases frecuentes,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cancelaciones de clases frecuentes.,Push notification con novedades del centro,bajo
430,64,46.2,66.07,2026-07-12,Cancelaciones de clases frecuentes; Competidor cercano recién abierto; Sin interacción con la app; Baja satisfacción (NPS < 5),Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
431,41,60.1,229.36,2026-07-12,Sin interacción con la app; Alta distancia al gimnasio; Cancelaciones de clases frecuentes; Baja frecuencia de visitas,Alta distancia al gimnasio,El cliente presenta señales críticas: alta distancia al gimnasio. Tendencia de actividad decreciente. Intervención inmediata recomendada.,Reunión con el director del centro,alto
432,83,7.8,2378.32,2026-07-12,Alta distancia al gimnasio; Cancelaciones de clases frecuentes; Baja frecuencia de visitas,Precio elevado respecto al uso,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: precio elevado respecto al uso.,Email de fidelización estándar,bajo
433,47,51.1,39.98,2026-07-12,Baja satisfacción (NPS < 5); Sin renovación automática,Competidor cercano recién abierto,El cliente muestra indicios de desenganche: competidor cercano recién abierto. Una acción proactiva puede revertir la situación.,Ofrecer sesión de entrenamiento personal gratuita,medio
434,48,42.5,1194.2,2026-07-12,Cancelaciones de clases frecuentes; Precio elevado respecto al uso,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
435,51,45.1,254.97,2026-07-12,Competidor cercano recién abierto; Sin renovación automática; Alta distancia al gimnasio,Sin interacción con la app,El cliente muestra indicios de desenganche: sin interacción con la app. Una acción proactiva puede revertir la situación.,Aplicar descuento del 10%,medio
436,75,15.7,1890.0,2026-07-12,Competidor cercano recién abierto; Baja frecuencia de visitas; Alta distancia al gimnasio,Cambio reciente de entrenador,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: cambio reciente de entrenador.,Enviar encuesta de satisfacción,bajo
437,85,17.7,383.85,2026-07-12,Cancelaciones de clases frecuentes; Precio elevado respecto al uso; Competidor cercano recién abierto; Sin interacción con la app,Sin renovación automática,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin renovación automática.,Enviar encuesta de satisfacción,bajo
438,59,31.1,938.6,2026-07-12,Baja frecuencia de visitas; Competidor cercano recién abierto,Alta distancia al gimnasio,El cliente muestra indicios de desenganche: alta distancia al gimnasio. Una acción proactiva puede revertir la situación.,Invitar a evento exclusivo del centro,medio
439,68,28.7,331.65,2026-07-12,Impagos recurrentes; Alta distancia al gimnasio; Cambio reciente de entrenador; Sin interacción con la app,Sin interacción con la app,El cliente está en buen estado. Mantener acciones de fidelización. Vigilar: sin interacción con la app.,Push notification con novedades del centro,bajo
